,id,kanji,strokes,grade,kanji_classification,jlpt_test,name_of_radical,radical_freq,reading_with_joyo,reading_beyond_joyo,nb_of_on,on_within_joyo,kanji_id_nelson,nb_meanings_on,translation_of_on,nb_kun_within_joyo_inflections,nb_kun_within_joyo_no_inflections,kun_within_joyo,nb_meanings_kun,translation_of_kun,year_inclusion,kanji_frq_proper_nouns,acc_frq_on_with_proper_nouns,acc_frq_on_with_proper_nouns.1,on_ratio_with_proper_nouns,acc_frq_on_beyond_joyo_with_proper_nouns,acc_frq_kun_beyond_joyo_with_proper_nouns,acc_on_ratio_beyond_joyo_with_proper_nouns,kanji_frequency_without_proper_nouns,acc_frq_on_without_proper_nouns,acc_frq_kun_without_proper_nouns,on_ratio_without_proper_nouns,acc_frq_on_beyond_joyo_without_proper_nouns,acc_frq_kun_beyond_joyo_without_proper_nouns,on_ratio_beyond_joyo_without_proper_nouns,left_kanji_prod,right_kanji_prod,acc_frq_left_prod,acc_frq_right_prod,symmetry,left_entropy,right_entropy,left_1_sound,left_1_frq,left_2_sound,left_2_frq,left_3_sound,left_3_frq,left_4_sound,left_4_frq,left_5_sound,left_5_frq,left_6_sound,left_6_freq,right_1_sound,right_1_frq,right_2_sound,right_2_frq,right_3_sound,right_3_frq,right_4_sound,right_4_frq,right_5_sound,right_5_frq,right_6_sound,right_6_frq,right_7_sound,right_7_frq,bert_small_embeddings,tsne_2D_coordinates
26,27,異,11,6,象形 Pictographic,1,"Ta, Tahen",19,イ、こと,あや,1,i,3757,4,"uncommonness, strangeness, queerness; difference",1,1,koto(naru),3,"differ, vary; be unusual",1981,61359,45322,15978,0.739,0,4,0.739,61359,45322,15978,0.739,0,4,0.739,10,44,4476,37643,R,2.327125925,3.436449404,i,37,,0,,0,,0,,0,,0,i,4,,0,,0,,0,,0,,0,,0,"[-0.99998945  0.10313884 -0.9970508   0.91704845 -0.97479093  0.4219808
 -0.810455   -0.8191714  -0.02759304  0.11808306 -0.790804   -0.09654958
 -0.13725512  0.9999985  -0.30017516 -0.8708966  -0.48586792  0.0531852
 -0.96591043  0.79641336  0.885818    0.05906986  0.9677442   0.7124059
 -0.99799365 -0.01242086 -0.9999198  -0.03238597  0.9985686   0.11554225
  0.1867295  -0.04155713 -0.99634933 -0.32236847  0.46617502  0.9999571
 -0.9856905  -0.10697675  0.9821029  -0.99358004  0.7197115   0.8981393
 -0.979586    0.81527805 -0.9999106  -0.2552964  -0.968073    0.99353313
  0.68401796  0.99496204  0.82774323 -0.00758893  0.01598996 -0.09100319
  0.9786929   0.9993993  -0.9867076  -0.725625    0.43551838 -0.83446574
  0.09222527  0.7282951  -0.9706503   0.87241924 -0.85221714 -0.9999954
 -0.08492361  0.88659805  0.9350992   0.98811764  0.9977204  -0.01099393
 -0.9929052   0.15943347  0.88373524 -0.9982549  -0.95624596  0.05270678
 -0.36947137  0.18042919  0.7570023  -0.02737642 -0.9601048  -0.999012
  0.9999303  -0.7203125   0.34116146 -0.49117482 -0.6566554   0.8103442
 -0.94912213  0.92006385 -0.27722418  0.95007616  0.9262828   0.444067
 -0.9301365   0.98219246 -0.9995859  -0.9784134  -0.8296525   0.99520195
 -0.99969226 -0.7821749  -0.98764324 -0.64277446 -0.99935156 -0.9972509
  0.3704445   0.9149796   0.99882203 -0.2775452  -0.9523246   0.9879607
 -0.9999938   0.12908413 -0.7994911  -0.8837996   0.06802149 -0.9860198
  0.13654521 -0.9999841  -0.56374586  0.9503956  -0.99939865  0.85452366
  0.96982986  0.9156895 ]",[  3.81978  -25.040508]
27,28,移,11,5,会意 Com. Ideographic,2,"Nogi, Nogihen",23,イ、うつ-る、うつ-す,,1,i,4141,10,"move, change, shift, pass into, drift; soak in; be infected, catch (a cold); catch fire, spread",2,1,"utsu(ru), utsu(su)",14,"move, change, shift, pass into, drift; soak in; be infected, catch (a cold); catch fire, spread; transfer; pour into, divert(attention), give (a disease to someone)",1981,102395,84656,17611,0.828,0,0,0.828,102232,84656,17531,0.828,0,0,0.828,4,19,5714,78938,R,0.648839889,3.336491703,i,78,,0,,0,,0,,0,,0,i,5,,0,,0,,0,,0,,0,,0,"[-0.99997354 -0.00680682 -0.99962384  0.69544566 -0.99674064  0.53822947
 -0.9745478  -0.2552146   0.07249589 -0.06422076 -0.9594746  -0.23545033
 -0.07195388  1.         -0.8136301  -0.97347915  0.53801584  0.15484631
 -0.9669484   0.97672695  0.9339227  -0.03383325  0.99158204  0.9264181
 -0.99860764 -0.09137783 -0.9999962  -0.11852842  0.99571246  0.01948893
 -0.00644128 -0.2196102  -0.998671    0.48771137  0.01919565  0.9999971
 -0.8972428   0.05813091  0.93746376 -0.99829507  0.6356453   0.9752091
 -0.9988996   0.9515062  -0.9999994  -0.05231851 -0.9994553   0.9963913
  0.84424436  0.99079365  0.9733073  -0.07745896 -0.12967002  0.97727406
  0.9961509   0.9999945  -0.9998323  -0.9713955  -0.0480976  -0.9590116
 -0.09604743  0.63669056 -0.83443284  0.9842057  -0.42899892 -1.
 -0.3302306  -0.04176209  0.92371345  0.96702915  0.99965316  0.22114773
 -0.9988588  -0.12262424  0.46850547 -0.97199893 -0.14266932  0.04448457
 -0.87972444 -0.03743139  0.70019263  0.0693314  -0.970965   -0.99801385
  0.9999887  -0.98785096  0.7740433   0.10712216 -0.15106657  0.99445295
 -0.9988315   0.9402314   0.1388239   0.98497844  0.42987183 -0.06526501
 -0.95847446  0.50676405 -0.99972105 -0.98951936 -0.9762991   0.94776404
 -0.999726   -0.3136894  -0.994292    0.03232665 -0.9997966  -0.9973346
 -0.16997845  0.7061761   0.99982417  0.01746075 -0.96088976  0.99923575
 -1.         -0.07796648  0.4178068  -0.21097869  0.17388186 -0.91525006
 -0.07837122 -0.99998987 -0.17980558  0.97042793 -0.9996823   0.8404568
  0.98132354  0.94928294]",[-11.429514 -30.222448]
28,29,萎,11,7,形声 Phonetic,0,Kusakanmuri,47,イ、な-える,しぼ、しお,1,i,5087,5,"wither, droop, weaken; be paralyzed, be lame",1,1,na(eru),5,"wither, droop, weaken; be paralyzed, be lame",2010,889,825,5,0.994,0,36,0.953,889,825,5,0.994,0,36,0.953,0,1,0,825,.,0,0,i,825,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"[-0.99999785  0.00556202 -0.9999247   0.56907326 -0.9982734   0.46356186
 -0.9728419  -0.8401429   0.06557474 -0.02746577 -0.897947   -0.05673986
 -0.09633542  1.         -0.59433115 -0.97879964  0.89463204  0.03731363
 -0.85127646  0.9585394   0.9341094   0.07672726  0.98180825  0.963809
 -0.999826   -0.04836327 -0.99999785  0.6916946   0.97621435  0.0681026
  0.02579502  0.01526832 -0.96462166  0.8654794  -0.07026806  0.99995905
 -0.8823576  -0.117758    0.9707492  -0.99881154  0.97897255  0.98366195
 -0.99794036  0.94102806 -1.         -0.24513657 -0.9995898   0.99414724
  0.9637007   0.9989139   0.9626165   0.15077648 -0.07265312  0.98460275
  0.99008644  0.9999964  -0.99978775 -0.954966    0.25302467 -0.9837536
 -0.09433353  0.58925664 -0.94100386  0.9877075  -0.66343045 -1.
 -0.7946204   0.6733206   0.6984294   0.9642558   0.99986887  0.04929157
 -0.9997383   0.06778421  0.88742787 -0.99360514 -0.1375063   0.10037865
 -0.9183585   0.18704605  0.61700284 -0.12275583 -0.7609232  -0.9999643
  0.99998325 -0.9919782   0.8592148  -0.02555365  0.48042625  0.96620566
 -0.99914736  0.99489236 -0.58283055  0.9959368   0.21009253 -0.5151051
 -0.98240924  0.58002436 -0.99996525 -0.9320827  -0.9933308   0.8936413
 -0.99993443 -0.841216   -0.99057215 -0.470297   -0.9989707  -0.9993024
  0.06032674  0.9727988   0.9999747   0.28787094 -0.98580563  0.9996331
 -1.         -0.05999122 -0.15761298 -0.11856594  0.15841706 -0.9703323
  0.06962005 -0.9999986  -0.314863    0.76645076 -0.99979764  0.6466648
  0.8564087   0.95270884]",[-13.176311 -25.98465 ]
29,30,偉,12,7,形声 Phonetic,3,"Hito, Ninben, Hitoyane",104,イ、えら-い,,1,i,285,1,greatness,1,1,era(i),4,"great, famous, excellent, remarkable",1981,6493,3090,3268,0.486,0,0,0.486,6492,3090,3268,0.486,0,0,0.486,2,9,7,3066,R,0.863120569,1.245095766,i,3,,0,,0,,0,,0,,0,i,7,,0,,0,,0,,0,,0,,0,"[-0.99999917  0.11290989 -0.99947083  0.5593342  -0.991816   -0.46462405
 -0.8426402  -0.7970249   0.03824372  0.04313977 -0.5095383  -0.09829973
 -0.10792221  1.         -0.07069272 -0.85643244  0.18682402  0.01909222
 -0.85051614  0.7676677   0.9498244   0.18087888  0.72916394  0.5768628
 -0.9995226   0.00503409 -0.9999484   0.00466417  0.9981033   0.13217705
  0.09289585  0.00189922 -0.97932804 -0.5368614   0.48125875  0.9999386
 -0.9937397  -0.11919739  0.9983023  -0.997816    0.95202297  0.9519959
 -0.9973265   0.95314085 -0.9999012  -0.2831527  -0.9899202   0.9967776
  0.937581    0.99907553  0.6876325   0.2767409  -0.02105331  0.04917332
  0.96781784  0.9965042  -0.8496968  -0.9658328   0.91813713 -0.753422
  0.06843848  0.9294974  -0.99304384  0.96564627 -0.9780382  -1.
 -0.3729479   0.9790745   0.7781419   0.9924999   0.99716365  0.02871788
 -0.9956503   0.15081102  0.95096546 -0.99945337 -0.95773196  0.15866381
 -0.5286867   0.2020901   0.5786129  -0.13695782 -0.9684081  -0.99979484
  0.99995935 -0.8041581  -0.2770675  -0.79941976 -0.6768842   0.42186436
 -0.68056804  0.9884511  -0.65609795  0.9420482   0.67196625  0.38123316
 -0.86845064  0.9881717  -0.99997646 -0.8684105  -0.9643219   0.97656345
 -0.99995446 -0.8442376  -0.99291015 -0.42149264 -0.9993601  -0.9989307
  0.8430311   0.9314687   0.99980557  0.22911742 -0.96260846  0.99732465
 -0.9999985   0.08770239 -0.87963414 -0.8388685   0.11785949 -0.99915016
  0.17746824 -0.9999982  -0.72038937  0.91481376 -0.99993116  0.9828277
  0.7462771   0.98247576]",[-2.1645691  8.335668 ]
33,34,違,13,7,形声 Phonetic,3,Shinnyoo,51,イ、ちが-う、ちが-える,たが,1,i,6099,6,"differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation)",2,1,"chiga(u), chiga(eru)",14,"differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation); change, alter, disguise; make a mistake; break (a promise); sprain, dislocate; cross (two sticks)",1981,138810,59282,79110,0.428,0,219,0.428,138798,59282,79110,0.428,0,219,0.428,3,8,1419,54452,S,0.08232083,1.059507362,i,54,,0,,0,,0,,0,,0,i,1,,0,,0,,0,,0,,0,,0,"[-0.9999968   0.13541384 -0.99976367 -0.14871044 -0.98957    -0.8687307
 -0.945613   -0.9438188   0.02204125 -0.16244279 -0.81679314 -0.27737612
 -0.07340658  1.         -0.4304476  -0.9718241  -0.32002494  0.18735917
 -0.7537403   0.8649113   0.97439533  0.03547921  0.9499961   0.69669455
 -0.9969143  -0.12191594 -0.9999988  -0.6014526   0.99129385  0.01250158
 -0.08416537 -0.09243274 -0.9955204   0.6624312  -0.0824204   0.9999925
 -0.9803346  -0.03500472  0.99746186 -0.9926783   0.9536764   0.9440545
 -0.9822705   0.8333996  -0.9999979  -0.12148555 -0.9975888   0.9965958
  0.9201836   0.98792946  0.97410685  0.5303402  -0.1573452   0.8868508
  0.9828929   0.9999724  -0.99909854 -0.97173876 -0.35629535 -0.98720336
 -0.13974908  0.96413815 -0.96059644  0.94300616 -0.58597624 -1.
 -0.82781744  0.81602293  0.55122244  0.98507625  0.9997853   0.04274885
 -0.99919015 -0.01284706  0.73580813 -0.99168503 -0.23456587  0.04982403
 -0.8911507   0.06226813  0.44699642 -0.01354608 -0.8887462  -0.9977267
  0.99998665 -0.99488986  0.3658104  -0.87784606 -0.14933069  0.9906644
 -0.9984145   0.8671784  -0.503242    0.9692452   0.4425081  -0.03442201
 -0.93205875  0.61841005 -0.9999111  -0.9991988  -0.96342677  0.99720484
 -0.9999153   0.26959208 -0.90287423 -0.90678746 -0.9998465  -0.99808556
  0.6694433   0.9508217   0.9997802   0.09313424 -0.9871518   0.9965322
 -1.         -0.04746976  0.40024632 -0.75350755  0.25556517 -0.9917329
  0.17881499 -0.99999785 -0.17953134  0.8688785  -0.9999094   0.927594
  0.99035317  0.83981806]",[ -1.3211913 -36.259148 ]
35,36,慰,15,7,形声 Phonetic,1,"Kokoro, Risshinben, Shitagokoro",76,イ、なぐさ-める、なぐさ-む,,1,i,1972,3,amuse oneself; make sport of; seduce,2,1,"nagusa(meru), nagusa(mu)",6,"amuse oneself; make sport of; seduce; comfort, console, cheer",1981,8249,7383,846,0.897,0,0,0.897,8207,7341,846,0.897,0,0,0.897,2,8,269,6763,S,0.381949192,2.307261465,i,6,,0,,0,,0,,0,,0,i,269,,0,,0,,0,,0,,0,,0,"[-9.9998534e-01  1.5208349e-01 -9.9959499e-01  4.2417291e-01
 -9.9789894e-01  4.2911202e-01 -9.9085516e-01 -9.4313073e-01
 -9.5400289e-02 -2.3173649e-02 -8.6775440e-01 -1.6317128e-01
 -1.0820652e-01  1.0000000e+00 -6.3362360e-01 -8.8168615e-01
 -8.1593461e-02  1.3035454e-01 -9.4211477e-01  9.1170371e-01
  9.6200162e-01  1.0162700e-01  9.3542755e-01  7.4776560e-01
 -9.9955559e-01 -5.2304294e-02 -9.9999571e-01 -3.1571773e-01
  9.9096644e-01  1.1298865e-01  6.9399454e-02 -1.3756433e-01
 -9.8011875e-01  9.1061473e-01 -3.7520859e-01  9.9991828e-01
 -9.7302002e-01 -1.1215230e-01  9.9517393e-01 -9.9897063e-01
  4.5303568e-01  9.8312724e-01 -9.9221963e-01  8.6784214e-01
 -1.0000000e+00 -2.2562380e-01 -9.9845845e-01  9.9818158e-01
  7.9453397e-01  9.9822348e-01  9.6966583e-01 -6.7856169e-01
 -8.3186388e-02  5.4267114e-01  9.9417043e-01  9.9999768e-01
 -9.9987870e-01 -7.9746395e-01 -4.3057125e-02 -9.8983294e-01
  5.1373359e-02  9.5986998e-01 -8.6630017e-01  9.7224063e-01
 -7.2207314e-01 -1.0000000e+00 -8.5924453e-01  3.5566983e-01
  6.7714119e-01  9.0551221e-01  9.9923301e-01 -5.6361746e-02
 -9.9899435e-01  1.3876520e-02  6.6851825e-01 -9.9451965e-01
 -6.8918481e-02  5.5284053e-02 -9.0337563e-01  2.0009027e-01
 -6.4770415e-02 -1.8807454e-04 -6.8000817e-01 -9.9815619e-01
  9.9995726e-01 -8.8052887e-01  8.7774611e-01 -7.1000397e-01
 -5.8792228e-01  9.7931474e-01 -9.9967986e-01  9.6780968e-01
  4.4379067e-02  9.3978626e-01  4.3635309e-01 -2.8569928e-01
 -7.9084677e-01  8.3292753e-01 -9.9965262e-01 -9.6178585e-01
 -9.8409522e-01  9.8280191e-01 -9.9979174e-01 -5.6428212e-01
 -7.4003208e-01 -8.4053254e-01 -9.9991167e-01 -9.9736375e-01
  7.9142934e-01  9.9338251e-01  9.9967605e-01 -7.4521357e-01
 -9.4043124e-01  9.9860609e-01 -1.0000000e+00  1.5341962e-02
 -2.1126921e-01 -8.6273855e-01  1.3231337e-01 -9.8357064e-01
  1.0624156e-01 -9.9999493e-01 -2.4521060e-01  8.2701695e-01
 -9.9981230e-01 -2.3059292e-01  9.5976835e-01  8.9287245e-01]",[  3.4412463 -30.70215  ]
39,40,育,8,3,会意 Com. Ideographic,3,"Niku, Nikuzuki",44,イク、そだ-つ、そだ-てる、はぐく-む,,1,iku,4773,4,"be raised, be brought up, grow, grow up",3,2,"soda(tsu), soda(teru), haguku(mu)",7,"be raised, be brought up, grow, grow up; raise, rear, bring up",1981,152386,117683,34046,0.776,0,0,0.776,145588,111459,34046,0.766,0,0,0.766,18,7,82481,17857,P,1.331632756,1.632023174,iku,17,,0,,0,,0,,0,,0,iku,82,,0,,0,,0,,0,,0,,0,"[-0.9999694  -0.0971057  -0.99949276  0.8975589  -0.9979726   0.17579938
 -0.96638614  0.2946064   0.15393879 -0.02816231 -0.7138326  -0.07131336
 -0.23106338  0.9999977   0.18384007 -0.33239424  0.62327576 -0.010876
 -0.5210175   0.9672942   0.8511714   0.13530403  0.8503699   0.7623621
 -0.999959    0.02133588 -0.9999127   0.98522353  0.830203    0.02973646
  0.04800638 -0.08393804 -0.94898206 -0.6427922   0.9187009   0.9995836
 -0.9403877  -0.06893764  0.93354857 -0.99699426  0.7385077   0.9914215
 -0.9967499   0.99616283 -0.99940974 -0.16514474 -0.9978534   0.97514516
  0.84305197  0.9936615   0.85340416 -0.67168504 -0.0465369   0.98966944
  0.98269105  0.9948498  -0.948112   -0.9778862   0.9014645  -0.85935545
 -0.09166223  0.7821178  -0.9449633   0.9780923  -0.7265293  -0.9999959
  0.02766414  0.87649983  0.77191454  0.97031415  0.9999006   0.12557285
 -0.99788725 -0.07163615  0.97504914 -0.99884135 -0.54337263  0.1291502
 -0.9466001   0.12483937  0.5719468  -0.09048007 -0.9816953  -0.9998865
  0.9998138  -0.8120945   0.4417048   0.7535981  -0.83076423  0.84229445
 -0.8256269   0.991926   -0.48096806  0.9907023   0.06250212 -0.24768555
 -0.9874589   0.09034129 -0.99985653 -0.9097535  -0.9800472   0.68525344
 -0.9998012  -0.71061426 -0.99951535  0.6026699  -0.9964814  -0.99841315
 -0.31468838  0.95862424  0.99972177  0.9248744  -0.9245578   0.99918383
 -0.9999671  -0.01912078  0.67645514  0.11660444  0.1433736  -0.97579443
  0.07625841 -0.9999627  -0.30277708  0.9707245  -0.99935013  0.94151455
  0.98075694  0.9938087 ]",[-20.920496  -6.1982  ]
40,41,一,1,1,指事 Ideographic,5,Ichi,14,イチ、イツ、ひと、ひと-つ,,2,"ichi, 	itsu",1,2,"one, a",2,1,"hito, hito(tsu)",5,"one, a unit; the same; just; once",1981,1037182,921807,74181,0.926,0,0,0.926,848362,771707,70849,0.916,0,0,0.916,19,231,31712,356679,R,1.929386881,5.262181465,iQ,197,iti,148,hito,10,,0,,0,,0,itu,30,iti,1,,0,,0,,0,,0,,0,"[-0.9999984   0.15030661 -0.99973667  0.44518647 -0.9993077  -0.12839663
 -0.98630214 -0.2457598   0.05610267 -0.06166115 -0.5959912  -0.06619643
 -0.15842238  1.         -0.91944575 -0.89704     0.3562217  -0.01736478
 -0.95840204  0.96929014  0.9820621   0.11205843  0.98308825  0.8815
 -0.99995005  0.02539796 -0.99990124  0.81166023  0.99304706  0.15697668
  0.02915209  0.00476718 -0.9860438  -0.22641902  0.8702565   0.9999205
 -0.93816394 -0.1768481   0.9874692  -0.99896157  0.85636896  0.9886089
 -0.99958146  0.9856794  -0.9999931  -0.22419396 -0.9994545   0.99926555
  0.9817904   0.9965824   0.9349429  -0.27036628  0.02163784  0.9895542
  0.9966877   0.9997766  -0.992053   -0.9691244   0.921013   -0.52328354
 -0.15265001  0.8560601  -0.87393963  0.98756164 -0.933898   -1.
  0.02146343  0.7553567   0.94763255  0.96856254  0.9993338  -0.07696851
 -0.9990724   0.10349975  0.79441    -0.9959302  -0.40288624  0.27015993
 -0.61519516  0.25151023  0.73923117 -0.16364056 -0.9967881  -0.9998432
  0.99989665 -0.97435594 -0.07207318  0.24046779  0.28553346  0.8459063
 -0.95144415  0.99764013 -0.86256754  0.9814582  -0.15846759 -0.19247608
 -0.91806203  0.5144885  -0.99998844 -0.9476554  -0.9786449   0.8519814
 -0.99995303 -0.9849936  -0.9931016   0.47578657 -0.9989161  -0.9987596
 -0.14497986  0.96367633  0.9998243   0.77453846 -0.82364374  0.9996065
 -1.          0.03478109  0.29208416  0.7746464   0.1726636  -0.99707365
  0.30640578 -0.9999984  -0.58202386  0.95522034 -0.99994826  0.98048276
  0.89164776  0.99711543]",[-18.248924   -6.6054277]
43,44,茨,9,7,形声 Phonetic,0,Kusakanmuri,47,[いばら],,0,-,5017,2,"thorn, brier",1,1,[ibara],2,"thorn, brier",2010,22322,0,22310,0,0,0,0,303,0,301,0,0,0,0,0,0,0,0,.,0,0,,0,,0,,0,,0,,0,,0,ibara,3,,0,,0,,0,,0,,0,,0,"[-0.99999946  0.08402944 -0.9995456   0.4409009  -0.99570507 -0.5257031
 -0.8203887  -0.49444678  0.1984601  -0.02567647 -0.45815217 -0.10554497
 -0.16660017  1.         -0.8596541  -0.7262574   0.4479841  -0.08951475
 -0.96643317  0.86101806  0.824858    0.1730447   0.66797584  0.63418543
 -0.9995639   0.11810582 -0.99988747  0.22258054  0.95958185  0.12495473
  0.01317636 -0.10557129 -0.9802017  -0.8295526   0.12977462  0.9997617
 -0.98497856  0.00776525  0.99064666 -0.9985315   0.96889657  0.9288208
 -0.99876696  0.9526629  -0.9999734  -0.18211798 -0.9987272   0.99916947
  0.94852877  0.99892634  0.34230268  0.4402966   0.00748913  0.27720377
  0.960219    0.9993068  -0.9805036  -0.9631605   0.9419828  -0.1349714
  0.05312968  0.8067862  -0.96572727  0.9886181  -0.98657835 -1.
 -0.6754466   0.8432383   0.90922695  0.94980735  0.9935927   0.18188244
 -0.9917528   0.07246307  0.954897   -0.9965842  -0.91410506  0.24021015
 -0.37779182  0.21383262  0.38327688 -0.05063966 -0.97308975 -0.9989324
  0.9995429  -0.9653211  -0.6653923  -0.6762295  -0.8422084  -0.09177148
 -0.86572224  0.9933214  -0.47383144  0.7751517   0.40777618  0.26279458
 -0.64091235  0.9664529  -0.99998826 -0.8812119  -0.99295205  0.9461446
 -0.9999175  -0.97790813 -0.99356014  0.40329775 -0.99931204 -0.99830174
 -0.02485636  0.8579803   0.9998193   0.3749358  -0.8674275   0.999132
 -0.99999964  0.01395961 -0.9439508  -0.6310514   0.21393329 -0.9992932
  0.2064523  -0.9999948  -0.74924886  0.7117047  -0.9999395   0.9931248
  0.802588    0.9672902 ]",[-0.5425041  8.895083 ]
45,46,引,4,2,会意 Com. Ideographic,3,"Yumi, Yumihen",11,イン、ひ-く、ひ-ける,,1,in,1681,29,"draw, pull, haul, tug, jerk, drag, trail, bend, attract; lead (horses or captives); draw (lines); admit; install (utilities); quote, refer to; look up (words); subtract, reduce; apply, daub on; blunt (a sword); patronize; choose; draw (a line); catch (a cold); retreat, withdraw, retire; subside",2,1,"hi(ku), hi(keru)",33,"draw, pull, haul, tug, jerk, drag, trail, bend, attract; lead (horses or captives); draw (lines); admit; install (utilities); quote, refer to; look up (words); subtract, reduce; apply, daub on; blunt (a sword); patronize; choose; draw (a line); catch (a cold); retreat, withdraw, retire; subside; close, be over; can discount; slink away",1981,217815,25610,147207,0.148,0,0,0.148,217047,25610,146567,0.149,0,0,0.149,25,24,51027,21017,S,1.020921677,1.845216959,in,19,hi,1,,0,,0,,0,,0,bi,4,in,3,hi,55,,0,,0,,0,,0,"[-0.9998686   0.0349299  -0.99597865  0.11364712 -0.92941827 -0.6379208
 -0.96428025 -0.8478531  -0.0035426  -0.0912284  -0.91692615 -0.28035662
 -0.03815857  0.99999934 -0.5345875  -0.93959635 -0.17085907  0.24649064
 -0.9400696   0.77543557  0.90847707 -0.09955912  0.9440785   0.463656
 -0.99438876 -0.0501897  -0.99999833 -0.36429897  0.98920166  0.01796524
 -0.0468897  -0.133772   -0.99490803  0.82952297 -0.6537571   0.99999714
 -0.967968    0.08297595  0.9762369  -0.97125655  0.68190163  0.9278548
 -0.9328329   0.34961182 -0.99999315 -0.02150296 -0.9900538   0.9907309
  0.52594775  0.99751705  0.9764974   0.16841604 -0.13168009  0.9069967
  0.975785    0.9999726  -0.99964243 -0.91341573 -0.6885657  -0.99275523
 -0.12970328  0.8871488  -0.79656065  0.9552097  -0.57169586 -0.9999965
 -0.69384986  0.0542636   0.5417464   0.9489268   0.998763    0.10264962
 -0.9963066  -0.09129925  0.5994105  -0.9733044  -0.4087533  -0.05056426
 -0.91426915 -0.13497412  0.27338535  0.09525032 -0.820334   -0.98260045
  0.9998991  -0.98200554  0.5386814  -0.9188949  -0.5362328   0.99547136
 -0.9993598   0.8038249  -0.0985724   0.9473168   0.62371266  0.5007669
 -0.9626137   0.4442018  -0.99863327 -0.9985458  -0.90409315  0.99183947
 -0.9989893   0.35108244 -0.675756   -0.861194   -0.9999744  -0.9952419
  0.4538787   0.8984007   0.9985328  -0.6537715  -0.9790567   0.99670535
 -0.99999917 -0.03963481  0.4497076  -0.6206131   0.17238712 -0.9260913
  0.06219164 -0.9998946  -0.3473128   0.87068063 -0.9985026   0.3802526
  0.99173874  0.89670646]",[ -1.4927679 -38.911106 ]
46,47,印,6,4,会意 Com. Ideographic,2,"Fushizukuri, Warifu",6,イン、しるし,,1,in,630,3,"seal, stamp, mark",1,1,shirushi,14,"sign, mark; symbol, emblem; badge; evidence; souvenir; token; brand, trademark; signs, indications; omen; seal",1981,55714,34812,13908,0.715,0,0,0.715,48983,33438,8942,0.789,0,0,0.789,27,19,14794,22460,S,2.337420342,1.340882054,in,22,,0,,0,,0,,0,,0,in,6,zirusi,1,,0,,0,,0,,0,,0,"[-0.999997    0.08121317 -0.9989174  -0.39815068 -0.99324465 -0.42731735
 -0.8860261  -0.79651034  0.03505256 -0.06763983 -0.76082456 -0.0664989
 -0.05427738  1.         -0.56696266 -0.8380268   0.17347543  0.06512371
 -0.96316046  0.7394001   0.8196892  -0.00947268  0.969227    0.63901687
 -0.9990186  -0.05127427 -0.9998632   0.41052803  0.99564546  0.10237668
 -0.09227332 -0.10912756 -0.9420073  -0.61079514 -0.21097869  0.9999753
 -0.9575903   0.03147313  0.9946354  -0.99862117  0.9853179   0.95642257
 -0.9991513   0.8707331  -0.99998933 -0.15453202 -0.998082    0.9998712
  0.95845246  0.9995619   0.71587944  0.22063655 -0.04433363 -0.35841092
  0.9549703   0.9998018  -0.9951986  -0.66939104  0.98596066 -0.8644478
 -0.07598283  0.7927279  -0.8803796   0.9798287  -0.90455854 -0.99999964
 -0.7956172   0.8642734   0.7923509   0.99277055  0.99340147  0.24276426
 -0.99649864  0.0023041   0.85449004 -0.98895943 -0.938883    0.16634367
  0.02106323 -0.00683772  0.29677927  0.02786198 -0.9747529  -0.9998395
  0.9995414  -0.99029106 -0.22577377 -0.90962625 -0.44106755  0.5836493
 -0.9591332   0.95135564 -0.38569337  0.78542393  0.78244746  0.5320337
 -0.5146245   0.98109984 -0.9999238  -0.9172263  -0.97702956  0.7425772
 -0.9997542  -0.9312448  -0.98361635 -0.65705496 -0.9991278  -0.99496984
  0.7203022   0.513416    0.99960685  0.29150617 -0.81814975  0.99846274
 -0.9999997  -0.04569652 -0.7892592  -0.19828421  0.18472962 -0.9985813
  0.24834639 -0.9999956  -0.80072546  0.67671835 -0.9997348   0.9933182
  0.8158928   0.9689679 ]",[ 14.049958 -15.300213]
